0,"""  ikr~~!!!! i know about them and other close friendship group since long time ago~ but some fans like bjs & sones never believe in me until now..!!\n\nsince i am a sone, some of bj even said ""don't act like you are an angel like your ""angel"" please"" \xa0tttt\ni'm cassonexotic & wonderful, but i loooove 2ne1 (esp dara & cl)..please sones & blackjacks, ignore fake sone & fake blackjack who always make a fire fanwar~!!!!!!!!!!"  ""
0,"""  @rourke needs to give me a fucking like\xa0\xa0@preparation_a does wayne brady need to slap a bitch?"  ""
0,"""  what the hell are you talking about?"  ""
1,"""  uh guest, using ""uh"" doesn't make you sound intelligent or superior. it makes you sound like the moron you always prove yourself to be. in your case you should spell it ""duh."""  ""
0,"""  @xxthebossxx227 which one there's 2?\\n\\n "  ""
0,"""  let's get nasty! damnit doc thats what you need to say."  ""
0,"""  i am sorry mr ramsey, your race card has been declined   you are over your limit."  ""
1,"""  well done, chubbs   i wish i was as fat as you "  ""
0,"""  she isn't that annoying....give her a break, that's a low blow.\\xc2\\xa0"  ""
0,"""  every fu cking bump is a foul when you guard lebron."  ""
0,"""  how about trying this .......have your kids come home before 1am say about 10pm he is 16 take responsability for your kids"  ""
1,"""  you are wrong beside stupid asshole . i was production supervisor in a printing company indetroit making 64 900 usd . and spent  all my life in printing .now i am 67 years old and still working part time in printig company in detroit  and. never worked in liquor store."  ""
1,"""  what a selfish slutbag. that fucking fat ass chubby cheeked bitch probably got mad because her precious baby boy was hungry. how dare he eat food! not only do children require food to grow and become helathy adults, but this bitch probably fed them hoho\\'s and twinkies. i can just hear her now ""get off my food you little shit! that\\'s my motherfucking twinkie! momma\\'s got the munchies!"" then, whack with a fucking hammer. what a cunt."  ""
1,"""  your mother should have had an abortion and thus none of us would be subjected to your stupidity tonight."  ""
0,"""  manu was cleared by doctors for minor basketball work with his hand."  ""
0,"""  i bet you bitch like hell about you taxes too. keeping people in jail is not cheap"  ""
0,"""  robert moroni you fuckin dimwit, do you know what a parody is? it's a fuckin parody of fox news and it sounds accurate to me!"  ""
1,"""  to dummy scummy adam caith\n\nstop twisting history, you despicable fool. you are soon choking with your own lies."  ""
0,"""  \xa0now you're making me hungry..."  ""
1,"""  y dntchu go suck dick sme whrr else hoe"  ""
0,"""  r_\n\njust cannot stand the truth can you?\n\neither that or you are truly enjoying your blissful ignorance!"  ""
0,"""  you would look beautiful\n"  ""
0,"""  omfg i have seen it on tv!! those possitions omg omfg i will do anything to be trained personally by my ultimate bias oh dear fucking indeed fucking god!!!!!!"  ""
0,"""  shultzmaker71% of you are making a mistake...don't be a follower! just sayen!! boston loses by dd tonight....more\nuser id:http://sportsnation.espn.go.com/fans/shultzmaker\n 3 hours ago\xb7 like\xb7 reply\xb7 quote\xb7 flag\xb7 edit\xb7 sharetell your friends \nshultzmakerheat 91 to 79...more\nuser id:http://sportsnation.espn.go.com/fans/shultzmaker\n 3 hours ago\xb7 like\xb7 reply\xb7 quote\xb7 flag\xb7 edit\xb7 sharetell your friends \nsefersonoh ok mr 3 dimes...  didn't know any books accepted a 30 cent bet....  i guess with monopoly money it doesn't matter...more\n2 fans like this.\nuser id:http://sportsnation.espn.go.com/fans/seferson\n 3 hours ago\xb7 like\xb7 reply"  ""
0,"""  question: are you a boy or a girl?"  ""
0,"""  shearnut, that you may be correct, i do not like people who want to destroy america. :)"  ""
0,"""  if your ""poor"" how do you become overweight"  ""
0,"""  @esther sussman   the coffee candle you always wanted. apparently the heat from the candle gives off a coffee smell."  ""
0,"""  ^truth \\xc2\\xa0niggas still going platinum so i dont want to hear bootlegging killed your album. you album didnt sell cause its wack."  ""
0,"""  cat can only catch your tongue, when you are advocating what is unwholesome."  ""
0,"""  los angeles kings 3\nnew jersey devils \xa00\n\n3 goals on the 5 minute powerplay. \xa0the dumb shit that took the charge may have just caused the devils the cup."  ""
0,"""  looks like you sarah!"  ""
1,"""  and nobody partially gives a fuck about you or your garbage state"  ""
1,"""  learn reading comprehension. sure urlacher is above average, maybe even great, as i said he's the dick butkus of your time. in response to the ""it takes a team"" comment, i just add that it is further proof that the bears suck. as for chicago and politics, do you really need to be told about the ""chicago way""?  it influences everything, even your crappy organization called the chicago bears. "  ""
0,"""  you don't want a president you want a god! presidents cannot walk on water they can only work with their legislation and it so happens that they're rightwing fanatics!"  ""
0,"""  shooting and action motherfuckers\n"  ""
0,"""  if you are talking of the entitlement of social security because of its insolvency the moneys stolen by president johnson should be paid back first. the problem isn't entitlements those dollars get recirculated back into the economy. the problem is all the bogus creation of agency's and contracts under some pretext so all these unnecessary agency's can rape americas tax coffers. its contracts, contracts & contracts that are americas problem. & then there is the federal reserve scam. "  ""
0,"""  i think i may have something in my eye..."  ""
1,"""  when your species finally evolves, then we can talk, until then you are nothing more than a common pet."  ""
0,"""  okay...here comes the question that could really blow this thing up:\\xc2\\xa0 given that wh never manifested anything that suggested that she had a drug problem before she met bobby brown, and she did manifest thereafter, to what degree could bb find himself culpable,\\xc2\\xa0in criminal or civil court,\\xc2\\xa0in the death of wh if the toxicology tests determine that drugs contributed ton her death?"  ""
1,"""  your still a loser, man we must have really gotten under your skin lol"  ""
0,"""  joe rogan is one naive mother fucker"  ""
0,"""  besides, he can rescind all of obama's directives on his first day on the job."  ""
0,"""  the laughs you two heard were triggered by memories of his own high flying exits off moving beasts"  ""
0,"""  you take the money, represent the child molester and hold your nose.\xa0 you don't try to look like you're enjoying it."  ""
0,"""  fuck harry potter"  ""
0,"""  @famousoriginallucas poor ian"  ""
1,"""  you sound like rain man."  ""
0,"""  the kkk...the klu klux klan...the military wing of the democratic party?\nlol!"  ""
0,"""  android is everything steve jobs envisioned ios to be. that's why he hated it so much lmfao. that was apples most pathetic update yet, that shit should 5.2 not os6."  ""
0,"""  @rourke needs to give me a fucking like\xa0\xa0@lambeauorwrigley\xa0\xa0@aciddragon\xa0\n\xa0\nreesy's thermos dented? \xa0reminds me of a killer line from ""horrible bosses"".... jennifer anniston's horny dentist character reports watching some beefcake guy on tv and ""... fingering herself so hard, [she] broke a nail."""  ""
0,"""  if your husband is out of work, why don't you have him get back to those 500 candidates about the status of their applications?"  ""
0,"""  wtfff is this shit??? he shot the fuck out for this shit.. diz won and i only seen this clip of the battle. smh..."  ""
0,"""  \xa0you call me what ever you want. we both know you refuse to answer tough questions or get into a intelligent debate. everyone that reads your comments know you are not smart enough to debate."  ""
0,"""  you konw what? just know bullshit"  ""
0,"""  obama has spent more in 3 years than bush did in 8. budget chief jeffrey zients is full of bs.if i wanted to watch a horse's ass drop a load of dung, i'd go out to the farm."  ""
0,"""  megapixel =/= picture quality! \nlcd>led in terms of power comsumption on smartphones.\ncolors fidelity lcd>led you argue about blacks and you forget all the other colors."  ""
1,"""  the easy part about walker pissing me off is he arbitrily takes away a bargained for right. then sits back while people like you, who know nothing about unions, do his dirty work for him. why  enjoy being a pawn?"  ""
0,"""  yes you are correct, and in not too disimilar packaging too."  ""
0,"""  i can not believe americans are so stupid, fat and lazy. you sit around in your lay z boys watching football and listenening to your ipods that you don't even care that the country your grandparents and great parents died to protect is eroding away because of evil liberals. i never would have even called a representative in this case. a 'school health inspector' would have had their ass handed to them and then the school principle, too. for even having such a useless position in the first place. who has time to inspect kids' lunches and who has $$ to pay a person to do that at any school??? it's time for you idiots to vote out these libs and elect hardcore conservatives across the board. who cares who is president if you don't have a conservative house and senate?? "  ""
0,"""  bath salts. gosh.\n\nbut seriously, bath salts come in 500 mg packets. most of the idiots taking that shit don't realize you are only supposed to take 10 mg at a time  most of them take it all at once. this leads to some seriously, seriously fucked up people doing some seriously fucked up shit. and they aren't even close to being banned in most states yet. do yourself a favor and stay the fuck far away from that shit."  ""
0,"""  time to jump off the bridge and end this embarrassment...thanks."  ""
0,"""  they are only covering it because cbs has been for over six months. \xa0they cannot look as if they ignored the story. \xa0cnn's ratings are already bad enough."  ""
1,"""  and so, dummy bob, is there a reasoned foundation for you post, that is , other than <b>nonsense</b>"  ""
0,"""  please go study up on bain hav e you ever heard of staples, dominos pizza, sporty authority.\nthe fact that you have no idea what you post does not stop you. i sure hope you are too ypung to vote because you dont have any idea"  ""
1,"""  ok i am going there and i am going to be ignorant like you and the other dum asses that reply a stupid racial rematk about afraican american.blacks/negros....at least black people kill other people white people eat them"  ""
1,"""  jimmy...produce anything of any value that anyone wants or needs and you'll find someone willing to trade with you for something you want or need.\xa0  it's very simple.\n\ntip of the day: whining is worthless."  ""
1,"""  some of the comments i read here are so so lame.  white people just want the world to be so fair now.  but over the course of their hundreds and hundreds of years of opression, death and fear it was ok.  american white people hung people cut off their private parts and took pictures with their kids and family around these dead bodies singing in the wind (a truly sick mind state; your kids). they created tricks and illegal laws and rules to get ahead in america for hundreds of years; they raped and killed destorying families and now because a person makes a choice to go to all black school where a teacher ca see a black student for themselves, or gets a interview when a white doesn't its reverse racism. white people until you lived another's history stop crying and get off your high horse!"  ""
0,"""  trust me   she is a bitch   and awesome   and cool   and opinionated   and strong   and not afraid of being judged  and beautiful.  she's for real. what you see is what you get.  not some cardboard, superficial bullshit, hope you like this type of blog entertainment.  who puts 'my blog will melt your face off' but still gets laughs and votes?  \r\nit's entertainment and what you expect from ""typical design blogging"" (aka: edu tainment).  \r\n\r\ni think it's good.  i love it.  (and i don't know shit about design)"  ""
0,"""  mitt: i created 100,000 jobs.\n\nmitt: i created thousands of jobs.\n\nmitt: i created a net plus in jobs."  ""
0,"""  come back to reality, barry wasn't mentioned in the article. you're seeing ghosts that aren't there."  ""
0,"""  only little dick niggas appreciate virgins"  ""
0,"""  where are you going with this?"  ""
0,"""  he must be you'r little buddy or you would look at the facts"  ""
1,"""  ridiculous article ign. this is just so stupid it hurts.."  ""
0,"""  hahaaha they are  trying to bann  cats cause everyone is getting high when they spray"  ""
0,"""  irony is not in most conservative's vocabulary."  ""
1,"""  you are a fucking idiot."  ""
1,"""  shitbagger, go fuck your mother up the ass without lube."  ""
0,"""  ..............ron paul....is scary wrong......"  ""
0,"""  not unless you are a mormon in good standing."  ""
0,"""  then do it when the law says to."  ""
0,"""  they want big business to be successful only until they have to pay for that success."  ""
0,"""  @dibrubaker @lkissler always love my mt peeps and anyone else who crosses my path virtual/real, but tech never trumps us meeting in person!"  ""
1,"""  stop crying  c's fans your time is up."  ""
1,"""  well said. that you're all mouth and no facts has no bearing. keep repeating it, though. eventually you'll convince other idiots that you know something."  ""
1,"""  what are you? homeschooled?"  ""
0,"""  if we were in someone else country i would understand why the principal did this..... but this was done right here in america!   so principal greta you did not want to offend those foreigners who are not citizens of this great nation because of political correctness and cultural sensitivity?!!\xa0 will bright girl you just offend over 95% of the americans and the american culture!\xa0 what about our culture principal greta?\xa0 foreign culture takes precedence over american culture on our own soil now???"  ""
1,"""  looks like that little cut n paste job has gotten a little dog eared.\xa0 maybe its time for a fresh look at the facts.\xa0 oh shit, i forgot facts are fungible in your world...."  ""
0,"""  to the chelsea fan   yes liverpool spent 100mil, 50 mil in which you gave us :) so we spent 50mil on 4 5 players bargain ehy! but your team 100mil plus for pentioners lol"  ""
0,"""  teach your children:to be a parasitical glommer onner, a worthless vile wretched puke who does not create a thing, but who loves to lie, swindle, cheat, its way into possession of the works of others and then take over their lives and tell them what is best for them, even if they must slay innocents to do it  takes a special kind of criminally insane hysterical pig freakery that can only be summed up in one word: democrats.\\n"  ""
1,"""  thats crazy if i eat pussy then so be it but fact is i dont in you gay ass do... fuck outta here bitch "  ""
0,"""  oh...my....god!!! i'd totally forgotten about that.lol but holy shit that is so fucking funny.lol"  ""
0,"""  yes. now we're talking. lots of good ideas. but many i think would be rejected as ""tax increases"" by republicans. and lobbyists would fight them all and congress on both sides would fight them. \ndo you think \nromney orobama would be be more open to your proposals?"  ""
1,"""  yes, his first term is...and it's on to his 2nd. time to get the nails out of your brain so that you can think clearer..."  ""
0,"""  votto was in our farm before krusty ever came here. so was bruce and cueto. phillips was here too but not from our farm you idiot."  ""
0,"""  i can type how i wanna i dont give a fuck. i trynna get attention, i dont give a fuck. thats what people needa know bout me, i dont give a fuck lol "  ""
1,"""  so are your sisters."  ""
0,"""  <i>dick zinya steps up to microphone</i>\r\n\r\ntap tap tap...\r\n\r\ndick zinya: &nbsp;bullshit.\r\n\r\n<i>dick zinya walks away.</i>\r\n\r\na a a a a nd scene!"  ""
0,"""  thats a pathetic flop fuck you jvg"  ""
1,"""  i am not the moron that tried comparing the two teams> its impossible to compare> you asked i answered. i think the celtics in the 80's are better than this heat team. i cannot prove it. nobody can. grow the f you c  k up"  ""
0,"""  don't be a fucking asshole, don't strike up awkward conversations with strangers on the subway"  ""
0,"""  kikwang  is not in the mv..or are you talking about something else?"  ""
0,"""  damn, you guys woke up baby bron bron and now he' choking"  ""
0,"""  and the whole universe is being slowly sucked into a black hole in space. see how it all works now? we are all fucked no matter how or what we do in life. life is rigged to work against us all. we cant win no matter what we do. we are all hand string puppets being slowly tortured our whole lives till we are dead by some force out there we can not control."  ""
0,"""  you must be very proud to say your team won 37 years ago. go devils"  ""
1,"""  you don't intimidate me you two bit bully...go fudge yourself you low life low rent douchebag."  ""
0,"""  thank you very much for your work"  ""
1,"""  you're both a couple of homos."  ""
1,"""  your pussy. stop hitting woman and fight me bitch ass nigga"  ""
0,"""  sadly its not just nj. the whole visa system is rotten from head to toe, and hopelessly broken. there just arent enough people out there to investigate all the complaints and abuses that are so prevalent in the visa system, and so it has become a place of widespread fraud, abuse, dehumanization and exploitation. sadder still is that companies dont realize that when they hire visa holders that they are helping to contribute to the problem. nj just so happens to have stumbled across the tip of the iceberg."  ""
0,"""  not to mention all the lame brother in laws she'll be getting"  ""
0,"""  maybe you can just fuck off and leave traditions alone.............bitch!"  ""
0,"""  allan evans......some who actually pay to see you......\n\nmore fool them if they disagree with his tax status."  ""
0,"""  what's going on with brown is systemic in the right wing fascist party.\xa0 they don't tell the truth and about half our citizenry are too fucking stupid to check them out.\xa0 they'll swallow whatever they spew and never question it."  ""
1,"""  stfu you absolute dumbass ho bag. bush playing golf and cheney forbidding pictures being taken of us soldiers' caskets coming home was probably just great as far as you're concerned.\n\nwhen you're out watering your tree of liberty try watering your tree of intelligence, too. maybe one day it will sprout and get you above 0 iq."  ""
0,"""  your comment shows how absolutely little you know"  ""
1,"""  oh my god. you are dumber than a box of hair.\xa0"  ""
1,"""  \xa0congratulations you are a complete idiot..........now go back to smoking your ""hopium""............."  ""
1,"""  can you smell the desperation? they see it all slipping away. hate doesn't sell like it used to. sure you can encourage encephalitic headed goobers to throw acid on women and it might just happen. sure they might feel good for a few days, high fiveing each other. but the excitement wears off and then they have to face themselves in the mirror. howdy piece of shit, how are you today. aww why the sad face? you still have 5 months until it's over. give it your hateful best. crosshairs worked good in arizona. maybe go that route."  ""
1,"""  your mom smells like fish"  ""
0,"""  remember all the haters screaming to get rid of blanton before the season??? where are they now????\nnot so fat joe is pitching his pudgy lil heart out...oh...and guess what...this team is starting to hit...another thing the haters like to dwell on...where are they now?? all you chollie bashers is not showing your butts now are you?? whatsamatter? seeing the faithful's faith in this team is well deserved by them?? gotta luv the ""paper"" fans....gotta luv them....get the hell off of our bandwagon you wannabe so calle fans....."  ""
0,"""  they do that. even on channels with old tv shows. s01/ep2. (1960) for example."  ""
0,"""  i liked the cersei arc in book 4, the rest of it was fairly forgettable."  ""
0,"""  justin i totally think you are right because if someone talks crap about me i don't care. but if someone started talking crap about my family or friends or someone i look up to like you i would say that's not cool. but if someone touched me i would do what they do to me put harder. because i don't believe in fighting for no reason i do not fight but for the real reasons only."  ""
1,"""  i am no liberal you cocksucker, just not so stupid a fucker as to shoot a kid going for candy... you're a puzzy that is scared of shadows."  ""
0,"""  you are\xa0absolutely\xa0right."  ""
0,"""  very worthwhile website page. i merely got very little to do thus i am simply killing time searching the internet and i feel as if i've stumbled upon some really practical web site. thank you so much"  ""
0,"""  i know...this room is the equivalent of a hooker acting offended when you pull your penis out."  ""
0,"""  i see you play you little insult games with other posts."  ""
1,"""  notheism:\xa0 are you serious? how can you say this is ""revenge"".\xa0 the rapist was caught in the act.\xa0 i understand your ignorance, but for god sakes, pick up a dictionary."  ""
1,"""  your dumb. this is a clear case of self defense. one day you will be in a situation where your glad someone was there to protect your pu$$y ass just like zimmerman protected his own. all evidence clearly points to an act of self defense."  ""
0,"""  ouch i wouldn't call her a turd jeez i mean she is not a very talented actor or a model but she isn't a turd."  ""
0,"""  i like her.\ufeff if you get into her court and be polite and act like you got some common sense, then she's okay. but if you go into her courtroom acting like a jackass, god help you.\xa0damn 21 with 10 kids."  ""
0,"""  this is an example of what is wrong with america"  ""
0,"""  its all fun and games til someone goes blind."  ""
0,"""  you know a couple of young apes took her to abuse her.   only hope she comes back in one piece."  ""
0,"""  the quote above states the following\\n\\n""and her refusal to endorse a candidate (she noted on fox news sunday that she was \\xe2\\x80\\x9cnot convinced\\xe2\\x80\\x9d romney was a true conservative) has only increased speculation that she\\xe2\\x80\\x99s simply biding her time until 2016.""\\n\\nafter watching sarah\\'s incredible speech at cpac it seems to me that perhaps there is some truth to this assessment. \\xc2\\xa0since 2008 she has been (and still is) the voice of the working everyman / woman. \\xc2\\xa0 maybe she is bidding her time figuring the establishment will blow this election again with a mushy middle of the road republican. \\xc2\\xa0 if obama wins it will finally unmask the establishment as losers. \\xc2\\xa0 if romney wins, he will govern as a major rino and she could primary him.\\n\\nnot sure if that is her plan or not. \\xc2\\xa0 the only downside to that is 2016 will be a much tougher gop field. \\xc2\\xa0 i still believe her time was now. \\xc2\\xa0 \\xc2\\xa0if you would have told me after her sept 3rd speech that sarah would have sat it out and rick santorum (of all people) was beginning to beat romney.. \\xc2\\xa0 i would never have believed it\\n\\ni\\'m not one of these folks that believes in the ""unelectable"" meme. \\xc2\\xa0 but if there was 1 person i would have thought would have fit that bill.. it would have been rick santorum. \\xc2\\xa0 \\xc2\\xa0\\xc2\\xa0\\n\\nit just goes to show, once again, what could have been with sarah in the mix. \\xc2\\xa0 if rs can do it......\\n\\ni wish her and her family nothing but the best life has to offer, but i still believe she might have missed her best chance. \\xc2\\xa0 \\xc2\\xa0but, it\\'s clear from cpac that conservative\\'s still love her, there is always hope.. \\xc2\\xa0but i so wish i could have voted for president palin in 2012......\\n\\n"  ""
0,"""  this is the same obama who slandered ghw for an\xa0\nexecutive\xa0privilege\nclaim."  ""
0,"""  ha, ha, ha, poznata pedercina sa juzne tribine kaze the ce popusiti vermezu kurac kao you stara dobra vremena. sunce ti zareno pa on svoju nastranost i izoblicenost ne skriva, nego javno trazi the mu se stavlja you usta. fuj, kakva droljetina."  ""
0,"""  i wonder if that'd stand up in court. ""he might have killed someone, but fuck me he can play cricket!"" he was a prick."  ""
1,"""  garbage overload. stop it, peasemold, you're confusing yourself!\ni never heard so much old s**t in my life."  ""
0,"""  aha, i see 'auntyred' has finally left her kitchen sink to comment.\\n\\nstupid ones at that,\\n\\nas usual."  ""
0,"""  bosh is ready they just dont need him to play"  ""
0,"""  @blaine jungwirth definitely thought that only deserved a 2, but hey, i takes what i gets!"  ""
0,"""  thunder have trash bench take away harden..what games you be watching?"  ""
1,"""  suck a dick pussy ass nigga bitch!!!"  ""
0,"""  i hope you two get in the same situation, enjoy your prison time, murderers."  ""
1,"""  evelyn we new you were trash in the beginning but as the show grew you got out of control and really showed the world who you really are trash. trash is what you are and you and chad are deserving of each other! you all are from the same flock!"  ""
1,"""  hey bete you sounds like gay.u fucking faggot.shut the fuck up you ghetto ass. idk if you are ethiopia  or nor but thats how it works in ethiopia,"  ""
1,"""  are you stupid? if there twins there both 21 you moron. you want to know how many minutes apart they are? does it matter? your just as stupid as them, are you related?"  ""
0,"""  they are on the level of crazy 9/11 truthers and moon landing deniers now"  ""
1,"""  nobody ""sube due""\xa0 your mother and she is a big lip watermelon eatin baboon"  ""
1,"""  fuck fuck fuck you mawe."  ""
1,"""  hey! cnn this is what you get when you serve as obama's whore.\xa0 don't you realize he is a pimp\xa0daddy and has no loyalty to you?\xa0 \xa0how about just straight line reporting the news?\xa0 you guys are like sophomoric dummies doing a class project........your reports are laughable."  ""
1,"""  please tell me you tried to spell rondo in your username.  you seem like a dumb fella."  ""
1,"""  really? police wouldn't use tear gas on a white man wanted for 3 counts of capital murder? you are such a fool."  ""
0,"""  mrrobp: i think this conversation honestly just boils down to a matter of opinion. i like burton's batman's too but i felt he changed so much as well to fit his gothic style. just like nolan changes a lot to fit his realism edge. i dont want ultra realism for all comic books i just feel it really works for batman. plus i like more mature movies and the darkness in this series really makes me believe that these people can exist out there. when i saw tdk, an aspect that made it so mezmerizing and great for me was that i can truly believe that a man like ledger's joker is out there somewhere, idk but it made the experience of that film so visceral. but that approach wouldnt work for spiderman or\xa0 avengers or basicallly all other superhero movies. nolan's batman gives the audience something no other superhero movie can give. one that can honestly happen, and that makes it more fantastical in my opinion."  ""
1,"""  have you ever been though a hurricane moron? its a lot more than just ""a little rain"". i guess when you get hit with the worst case scenario you can be on your own. good luck"  ""
0,"""  i know we were without kadri and frattin etc. but norfolk played almost the same amount of games as us, they would be just as banged up"  ""
0,"""  and it get's better. coming back to the page, the fucking autoplay is on again!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"  ""
0,"""  been there, done that, got the shirt.\n\nposting here is part of the counseling for my parole.\n\nthanks for caring though."  ""
0,"""  mandingo just stop. now you are claiming cotto has no balls. go learn the sport."  ""
1,"""  would someone who regurgitates and parrots the sheep line from the tape recording really understand?"  ""
0,"""  because that is how they get their rocks off. our government is run by pedophiles who sexually torture children."  ""
1,"""  fact:  radical comic creator is written with real basic.\n\nyou have argued against this fact.  please go to the project page on github and see for yourself.  \n\nfact:  lunduke has now consumed $2000 worth of time, has begged for additional money for hardware, and has not delivered on his promise as of yet.\n\nfact:  you think that i am an ignorant hillbilly though you frequently insert symbols into your responses and use improper numerology when describing a number.  you habitually forfeit grammar and partially form words.  in addition to that, your stream of consciousness is a collection of poorly constructed sentence fragments.  in short, your english sucks dick.\n\nfact:  you think that the internet is the only place where you have freedom of speech?  i am on the internet and i am in america and i just said whatever the fuck i wanted to. \n\ni implore you to argue these facts directly."  ""
0,"""  you know what would be fun? if you guys talked crap back to us. more entertaining"  ""
1,"""  you are stupid"  ""
0,"""  i'll stick a tea bag up your azz."  ""
0,"""  <b>today is a great day to be an american, now we stand here one step closer to the dream of ""liberty and justice"" for all citizens, regardless of race, religion, gender or sexual orientation.\\n\\nwe will win this war for our equality; take a look at the polls, my generation is overwhelmingly on the side of marriage equality. anti gay bigots are becoming the minority, and quickly.\\n\\nbut don\\'t worry you guys, i promise we wont treat you bigots as badly as you treated us, now that would just be cruel. lol\\n\\n18 down 32 to go. "  ""
1,"""  it's because you're an obama slave.................."  ""
1,"""  \xa0i don't care how you feel, i don't care what you think about me ... i am, in fact, the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of ""change"" you poltroons think we need   is marxism. you idiots are plunging headlong to your own destruction and laughing and cheering about it, you a pitiful, pathetic spectacle ..."  ""
1,"""  you, sir, are a m0ron."  ""
